yildiz,Kategori,oyuncular,yonetmen
7.8,Aksiyon ,"Cordelia Bugeja, Kenny Doughty, Rosie Fellner, Scot Williams",Adrian Vitoria
19.8,Aksiyon ,"Daniel Mays, Eddie Izzard, Rupert Penry-Jones, Toby Regbo",Steve Barron
8.0,Aksiyon ,"Diora Baird, Elisabeth Röhm, James Frain, Jim Caviezel",Antonio Negret
7.7,Aksiyon ,"Amanda Tapping, Ben Browder, Christopher Judge, Michael Shanks",Martin Wood
8.3,Aksiyon ,"Hrithik Roshan, Priyanka Chopra, Rishi Kapoor, Sanjay Dutt",Karan Malhotra
8.6,Aksiyon ,"Alan Alda, Ben Stiller, Casey Affleck, Eddie Murphy",Brett Ratner
8.7,Aksiyon ,"Kevin Conroy, Nathan Fillion, Susan Eisenberg, Tim Daly",Lauren Montgomery
7.4,Aksiyon ,"Bruce Greenwood, Rich Franklin, Tiffani Thiessen, Wendy Anderson",John Stead
7.3,Aksiyon ,"Amber Benson, Andrew Pleavin, Jonathan LaPaglia, Larry Drake",Andrew Prowse
7.8,Aksiyon ,"Gerard Butler, Kathy Baker, Michael Shannon, Michelle Monaghan",Marc Forster
7.1,Aksiyon ,"Arron Shiver, Johnnie Hector, Liezl Carstens, Steven Seagal",Keoni Waxman
6.9,Aksiyon ,"Charles Hubbell, Dawn Brodey, Matt Amendt, Steve Sweere",Christian T. Petersen
8.0,Aksiyon ,"Carmen Serano, Greg Serano, Joe Pantoliano, Sean Patrick Flanery",Robert Kurtzman
8.6,Aksiyon ,"Ben Cardinal, Michael Shanks, Michal Yannai, Siri Baruc",Tibor Takács
8.8,Aksiyon ,"Hoang Phuc Nguyen, Johnny Nguyen, Lam Minh Thang, Van Veronica Ngo",Thanh Son Le
6.9,Aksiyon ,"Djimon Hounsou, Jirantanin Pitakporntrakul, Kevin Bacon, Markus Waldow",Prachya Pinkaew
8.6,Aksiyon ,"Art-Ong Chumsai Na Ayudhya, James Alexander Mackie, Nappon Gomarachun, Prinya Intachai",Sirippakorn Wongchariyawat
9.1,Aksiyon ,"Eric Bana, Jennifer Connelly, Josh Lucas, Sam Elliott",Ang Lee
7.4,Aksiyon ,"Gürkan Uygun, Kenan Çoban, Necati Sasmaz, Nur Fettahoglu",Zübeyr Sasmaz
6.7,Aksiyon ,"Ananda Everingham, Jonathan Hallman, Wannasing Prasertkul, Yarinda Boonnak",Wisit Sasanatieng
8.5,Aile ,"José Zúñiga, Kevin Corrigan, Kevin Rankin, Paul Levesque",Stephen Herek
7.2,Aksiyon ,"Danny Nucci, Haylie Duff, Mark Rolston, Ryan Merriman",Martin Jay Weiss
8.9,Aksiyon ,"Carrie Henn, Michael Biehn, Paul Reiser, Sigourney Weaver",James Cameron
8.4,Aksiyon ,"Charles Dance, Charles S. Dutton, Paul McGann, Sigourney Weaver",David Fincher
8.1,Aksiyon ,"Dominique Pinon, Ron Perlman, Sigourney Weaver, Winona Ryder",Jean-Pierre Jeunet
9.5,Aksiyon ,"Danny Glover, Mark Wahlberg, Michael Peña, Rhona Mitra",Antoine Fuqua
9.3,Aksiyon ,"Amy Davidson, Dante Basco, Jesse Head, Tia Texada",Peter Chung
9.4,Aksiyon ,"Diane Kruger, Justin Bartha, Nicolas Cage, Sean Bean",Jon Turteltaub
9.2,Aksiyon ,"Diane Kruger, Jon Voight, Justin Bartha, Nicolas Cage",Jon Turteltaub
6.2,Aksiyon ,"Cameron Bright, Greg Kinnear, Rebecca Romijn, Robert De Niro",Nick Hamm
9.0,Aksiyon ,"Anne Bancroft, Demi Moore, Jason Beghe, Viggo Mortensen",Ridley Scott
7.6,Aile ,"Corbin Timbrook, Jim Fitzpatrick, Jim Kelly, Jodi Knotts",Jim Fitzpatrick
9.1,Aksiyon ,"Joseph Fiennes, Lena Headey, Matthias Schweighöfer, Til Schweiger",Nikolai Müllerschön
7.8,Aile ,"Paul Michael Glaser, Roger Rose, Ryan McPartlin, Yvonne Strahovski",Howard E. Baker
9.3,Aksiyon ,"CB Ferrari, Martin Kove, Paul Logan, Robert Davi",Gary Jones
7.8,Aksiyon ,"Danielle Harris, Kane Hodder, Parry Shen, Tony Todd",Adam Green
8.7,Aksiyon ,"Meghan Ory, Steven Seagal, Warren Christie, William 'Big Sleeps' Stewart",Wayne Rose
8.3,Aksiyon ,"Ertan Saban, Ismail Hacioglu, Mehmet Ali Nuroglu, Volga Sorgu",Aydin Bulut
8.0,Aksiyon ,"Frode Winther, Marit Synnøve Berg, Morten Larsen, Tov Sletta",Erik Skjoldbjærg
7.9,Aksiyon ,"Janine Turner, John Lithgow, Michael Rooker, Sylvester Stallone",Renny Harlin
8.4,Aksiyon ,"Carlos Gómez, Jean-Claude Van Damme, Lawrence Taylor, Lloyd Battista",Ringo Lam
4.2,Aksiyon ,"Boguslaw Linda, Konstantin Lavronenko, Michal Dlouhý, Tatiana Vilhelmová",Petr Jákl
7.6,Aksiyon ,"Han Sun Jo, Jin-mo Ju, Kang-woo Kim, Seung-heon Song",Hae-sung Song
7.6,Aksiyon ,"Cole Hauser, Cuba Gooding Jr., Ginny Weirick, Jonathan LaPaglia",William Kaufman
6.0,Aksiyon ,"Aditya Lakhia, Aditya Srivastava, Raj Arjun, Swini Khara",Wilson Louis
7.2,Aksiyon ,"Barry Corbin, Christian Kane, Riley Smith, Willa Ford",Mark Millhone
7.8,Aksiyon ,"Chieko Baishô, Satomi Ishihara, Shingo Katori, Takashi Sorimachi",Junji Sakamoto
7.9,Aksiyon ,"Eric Lively, Michelle Rodriguez, Oliver Hudson, Taryn Manning",Nicholas Mastandrea
8.7,Aksiyon ,"Ikki Sawamura, Kôji Yakusho, Takayuki Yamada, Yûsuke Iseya",Takashi Miike
8.1,Aksiyon ,"Ashley Scott, Jessica Alba, Paul Walker, Scott Caan",John Stockwell
8.3,Aksiyon ,"Arnold Vosloo, Brendan Fraser, John Hannah, Rachel Weisz",Stephen Sommers
8.6,Aksiyon ,"Aaliyah, Isaiah Washington, Jet Li, Russell Wong",Andrzej Bartkowiak
8.5,Aksiyon ,"Ice Cube, Samuel L. Jackson, Scott Speedman, Willem Dafoe",Lee Tamahori
7.6,Aksiyon ,"Evgeniy Kharlanov, Marina Petrenko, Pavel Priluchnyy, Sergey Chirkov",Pavel Sanaev
7.7,Aksiyon ,"Elsa Pataky, French Stewart, Thomas Jane, Ving Rhames",Russell Mulcahy
6.0,Aksiyon ,"Marcio Rosario, Milton Gonçalves, Thiago Lacerda, Ângela Vieira",Roberto Carminati
8.7,Aksiyon ,"Brian Cox, Franka Potente, Joan Allen, Matt Damon",Paul Greengrass
9.3,Aksiyon ,"Edgar Ramírez, Joan Allen, Julia Stiles, Matt Damon",Paul Greengrass
5.7,Aksiyon ,"Angus Macfadyen, Justin Ament, Marnie Alton, Tonantzin Carmelo",Dean Alioto
7.5,Aksiyon ,"Phanudet Watanasuchart, Pisarn Srimunkhong, Sirinda Jensen, Suchao Pongwilai",Toranong Srichua
7.9,Aksiyon ,"Catherine Zeta-Jones, Sean Connery, Ving Rhames, Will Patton",Jon Amiel
8.5,Aksiyon ,"Amy Price-Francis, Dirk Benedict, John Ralston, Stephen Baldwin",Terry Cunningham
7.1,Aksiyon ,"50 Cent, Luke Goss, Val Kilmer, Vinnie Jones",Jason Hewitt
8.7,Aksiyon ,"Didier Flamand, Josiane Balasko, Julien Courbey, Lorànt Deutsch",Djamel Bensalah
9.1,Aksiyon ,"Andrew Robinson, Brigitte Nielsen, Reni Santoni, Sylvester Stallone",George P. Cosmatos
8.2,Aksiyon ,"Beth Littleford, Christien Anholt, Graham Phillips, Haley Ramm",Alex Winter
7.6,Aksiyon ,"Brion James, Eddie Murphy, Kevin Tighe, Nick Nolte",Walter Hill
7.9,Aksiyon ,Matt Challands,Mathieu Weschler
7.3,Aksiyon ,"Chang Jung Lim, Hye-ok Kim, Moon-hee Na, Su-mi Kim",Hyo-jin Kang
8.5,Aile ,"Amy Adams, Jason Lee, Jim Belushi, Peter Dinklage",Frederik Du Chau
9.2,Aksiyon ,"Ellen Barkin, Joe Anderson, Odette Annable, Rob Corddry",Fouad Mikati
9.2,Aksiyon ,"Bam Margera, Johnny Knoxville, Ryan Dunn, Steve-O",Jeff Tremaine
7.2,Aksiyon ,"Coral Beed, Laurence Fox, Louis Dempsey, Lucy Gaskell",Colin Teague
8.8,Aksiyon ,"Dwayne Johnson, Kelly Hu, Michael Clarke Duncan, Steven Brand",Chuck Russell
7.1,Aksiyon ,"Andy Garcia, Armand Assante, Esai Morales, Ray Liotta",James Cotten
8.3,Aksiyon ,"Mika Hijii, Scott Adkins, Todd Jensen, Tsuyoshi Ihara",Isaac Florentine
6.9,Aksiyon ,"A.J. Draven, Finola Hughes, Rez Cortez, Steven Bauer",Tom Shell
6.7,Aksiyon ,"Balthazar Getty, Judah Friedlander, Krista Allen, Navi Rawat",John Gulager
8.2,Aile ,"Brendan Fraser, Leslie Mann, Richard Roundtree, Thomas Haden Church",Sam Weisman
8.2,Aksiyon ,"Chae-won Moon, Hae-il Park, Mu-Yeol Kim, Seung-ryong Ryu",Han-min Kim
9.0,Aksiyon ,"Bibi Naceri, Cyril Raffaelli, David Belle, Tony D'Amario",Pierre Morel
9.0,Aksiyon ,"Cyril Raffaelli, Daniel Duval, David Belle, Philippe Torreton",Patrick Alessandrin
7.7,Aksiyon ,"Adam Deacon, Ashley Thomas, Kedar Williams-Stirling, Michael Socha",Mo Ali
6.2,Aksiyon ,"D. Neil Mark, Dan Badarau, Darren Shahlavi, Steven Seagal",Lauro David Chartrand-DelValle
7.7,Aksiyon ,"Bettina Zimmermann, Ian Somerhalder, James Brolin, Jamie Thomas King",Jean de Segonzac
7.9,Aksiyon ,"Ashley Scott, Dwayne Johnson, Johnny Knoxville, Michael Bowen",Kevin Bray
8.9,Aksiyon ,"Al Pacino, Bridget Moynahan, Colin Farrell, Gabriel Macht",Roger Donaldson
7.2,Aksiyon ,"Bingbing Li, Charlene Choi, Daniel Wu, Louis Koo",Tung-Shing Yee
9.1,Aksiyon ,"Cole Hauser, Eva Mendes, Paul Walker, Tyrese Gibson",John Singleton
6.1,Aksiyon ,"George Kennedy, James Whitmore, Monte Markham, Reni Santoni",Paul Wendkos
8.3,Aksiyon ,"Clint Eastwood, Mary Ure, Patrick Wymark, Richard Burton",Brian G. Hutton
7.9,Aksiyon ,"Bill Nighy, Emily Blunt, Rupert Everett, Rupert Grint",Jonathan Lynn
8.9,Aksiyon ,"Florian Lukas, Om Puri, Priyanka Chopra, Shah Rukh Khan",Farhan Akhtar
7.2,Aksiyon ,"Brea Grant, Dylan Neal, Malcolm Stewart, Ty Olsson",Terry Ingram
7.0,Aksiyon ,"Barclay Hope, Daryl Hannah, Dylan Neal, Terry Chen",George Mendeluk
7.0,Aksiyon ,"Brian Downey, Pasha Ebrahimi, Robb Wells, Rutger Hauer",Jason Eisener
6.8,Aksiyon ,"Danny Trejo, Gary Daniels, John Edward Lee, Krystal Vee",Jeremiah Hundley
6.6,Aksiyon ,"Graham McTavish, Julia Stinshoff, Nick Brimble, Ross Boatman",Sebastian Vigg
7.5,Aksiyon ,"Armand Assante, Jordan Belfi, Reed Frerichs, William Gregory Lee",Rowdy Stovall
8.1,Aksiyon ,"Ji-won Ha, Kyung-gu Sol, Uhm Junghwa, Ye-won Kang",JK Youn
9.2,Aile ,"Günther Kaufmann, Jonas Hämmerle, Michael Herbig, Waldemar Kobus",Michael Herbig
7.6,Aksiyon ,"Frida Farrell, Jessika Brodosi, Monti Domingue, Stacey Dash",Leigh Scott
7.7,Aksiyon ,"André Ramiro, Caio Junqueira, Milhem Cortaz, Wagner Moura",José Padilha
7.8,Aksiyon ,"Aílton Carmo, Flávio Rocha, Irandhir Santos, Jéssica Barbosa",João Daniel Tikhomiroff
7.3,Aksiyon ,"Jerry Wasserman, Nicole de Boer, Sebastian Spence, Winston Rekert",Tibor Takács
7.2,Aksiyon ,"AnnaLynne McCord, Mena Suvari, Michael Welch, Nick Cannon",Steve Miner
7.5,Aksiyon ,"Annabel Wright, David Schofield, Kevin Sorbo, Robyn Addison",Gary Jones
8.3,Aksiyon ,"Drew Waters, George Cheung, Sean Patrick Flanery, Victoria Pratt",Steven R. Monroe
6.1,Aksiyon ,"Franco Nero, José Bódalo, José Canalejas, Loredana Nusciak",Sergio Corbucci
7.5,Aksiyon ,"Anna Reese, Dan Chupong, Jacqueline Apithananon, Jarunee Suksawas",Nonzee Nimibutr
8.3,Aksiyon ,"Ben Stiller, Jack Black, Jeff Kahn, Robert Downey Jr.",Ben Stiller
8.6,Aksiyon ,"Daniel Craig, Judi Dench, Mathieu Amalric, Olga Kurylenko",Marc Forster
5.4,Aksiyon ,"Billy Murray, Craig Fairbrass, Laura Aikman, Sam Kennard",Stuart St. Paul
9.7,Aksiyon ,"Danny Dyer, Rebecca Da Costa, Sean Faris, Tamer Hassan",Lawrence Silverstein
8.0,Aksiyon ,"Elena Anaya, Gilles Lellouche, Gérard Lanvin, Roschdy Zem",Fred Cavayé
8.9,Aksiyon ,"Ed Harris, John Spencer, Nicolas Cage, Sean Connery",Michael Bay
8.3,Aksiyon ,"Cuba Gooding Jr., Ray Winstone, Ron Perlman, Taryn Manning",Jason Connery
6.3,Aksiyon ,"Elias Toufexis, Jason Gedrick, Sebastian Knapp, Tamara Hope",Jeff Renfroe
9.2,Aksiyon ,"Brandon T. Jackson, Jessica Lucas, Martin Lawrence, Michelle Ang",John Whitesell
9.5,Aksiyon ,"Anil Kapoor, Kangana Ranaut, Sanjay Dutt, Sunil Shetty",Anees Bazmee
8.0,Aksiyon ,"Jamie Harris, Jay Rodan, Phil McKee, Ricky Schroder",Russell Mulcahy
7.6,Aksiyon ,"Bob Newhart, Bruce Davison, Noah Wyle, Stana Katic",Jonathan Frakes
8.4,Aksiyon ,"Alex Zahara, Camille Sullivan, Kaj-Erik Eriksen, Mark Moses",Steven R. Monroe
8.2,Aksiyon ,"Inbar Lavi, Kevin Sorbo, Michael Paré, Sasha Mitchell",Albert Pyun
8.0,Aksiyon ,"Brooke Burns, Bruce Davison, Marie Westbrook, Shane Van Dyke",Shane Van Dyke
8.7,Aksiyon ,"Arbaaz Khan, Salman Khan, Sonakshi Sinha, Sonu Sood",Abhinav Kashyap
9.4,Aksiyon ,"Nigel Hawthorne, Sandra Bullock, Sylvester Stallone, Wesley Snipes",Marco Brambilla
8.8,Aksiyon ,"Chris Evans, Idris Elba, Jeffrey Dean Morgan, Zoe Saldana",Sylvain White
7.9,Aksiyon ,"Ethan Hawke, Gabriel Byrne, Laurence Fishburne, Maria Bello",Jean-François Richet
9.0,Aksiyon ,"Alec Baldwin, Bruce Willis, Chi McBride, Miko Hughes",Harold Becker
9.5,Bilim Kurgu ,"Anton Yelchin, Christian Bale, Moon Bloodgood, Sam Worthington",McG
8.7,Aksiyon ,"Alyssa Diaz, Galadriel Stineman, Nathan Keyes, Ryan Kelley",Alex Winter
5.8,Aksiyon ,"A.C. Peterson, Dominic Cuzzocrea, Lou Diamond Phillips, Vlasta Vrana",Sheldon Wilson
8.6,Aksiyon ,"Ewen Bremner, Lance Henriksen, Raoul Bova, Sanaa Lathan",Paul W.S. Anderson
8.6,Aksiyon ,"Djimon Hounsou, Ewan McGregor, Scarlett Johansson, Steve Buscemi",Michael Bay
8.6,Aksiyon ,"Arnold Schwarzenegger, Michael Rapaport, Michael Rooker, Tony Goldwyn",Roger Spottiswoode
8.3,Aksiyon ,"Bruce Spence, Max Phipps, Mel Gibson, Michael Preston",George Miller
8.3,Aksiyon ,"Hugh Keays-Byrne, Joanne Samuel, Mel Gibson, Steve Bisley",George Miller
7.7,Aksiyon ,"Gene Hackman, Leonardo DiCaprio, Russell Crowe, Sharon Stone",Sam Raimi
5.6,Aksiyon ,"Don Cheadle, Pierce Brosnan, Salma Hayek, Woody Harrelson",Brett Ratner
8.4,Aksiyon ,"Amanda Brooks, Craig Robinson, Jason Behr, Robert Forster",Hyung-rae Shim
7.6,Aksiyon ,"David Bao, Michael Chin, Robin Ho, Zulkifli Ismail",C.L. Hor
8.6,Aile ,"Chris Evans, Mako, Patrick Stewart, Sarah Michelle Gellar",Kevin Munroe
7.9,Aksiyon ,"Eric Roberts, Jon Voight, Kyle T. Heffner, Rebecca De Mornay",Andrey Konchalovskiy
7.5,Aksiyon ,"Cuba Gooding Jr., Norman Reedus, Ray Liotta, Tommy Flanagan",Brian Smrz
8.1,Aksiyon ,"Hervé Sogne, Jean-Claude Van Damme, Rock Chen, Valérie Bodson",Mabrouk El Mechri
8.9,Aksiyon ,"Ben Affleck, Josh Hartnett, Kate Beckinsale, William Lee Scott",Michael Bay
9.2,Aksiyon ,"Cameron Bright, Chazz Palminteri, Paul Walker, Vera Farmiga",Wayne Kramer
9.4,Aksiyon ,"Amber Heard, Cam Gigandet, Djimon Hounsou, Sean Faris",Jeff Wadlow
8.9,Aksiyon ,"Kris Kristofferson, Leonor Varela, Ron Perlman, Wesley Snipes",Guillermo del Toro
9.4,Aksiyon ,"Jet Li, Maggie Cheung, Tony Chiu-Wai Leung, Ziyi Zhang",Yimou Zhang
10.0,Aksiyon ,"Daniel Wu, Qi Shu, Tony Yo-ning Yang, Ye Liu",Alexi Tan
9.0,Aksiyon ,"Adewale Akinnuoye-Agbaje, Jean-Claude Van Damme, Nicholas Farrell, Steven Berkoff",Peter MacDonald
7.9,Aksiyon ,"Chunhua Ji, Ka-Yan Leung, Yang Lu, Yuan Wu",Dou Xiao
8.4,Aksiyon ,"Alan Bates, Angus Macfadyen, Goran Visnjic, Rhona Mitra",Robert Dornhelm
8.6,Aile ,"Alexa PenaVega, Antonio Banderas, Carla Gugino, Daryl Sabara",Robert Rodriguez
8.9,Aksiyon ,"Ben Foster, Danny Huston, Josh Hartnett, Melissa George",David Slade
7.9,Aile ,"Alexa PenaVega, Antonio Banderas, Carla Gugino, Daryl Sabara",Robert Rodriguez
9.0,Aile ,"Bette Midler, Chris O'Donnell, Jack McBrayer, James Marsden",Brad Peyton
6.0,Aksiyon ,"Aldo Cunei, Fredrik Johansson, Johan Westergren, Tommy Sporrong",Jonas Wolcher
8.3,Aksiyon ,"Danny DeVito, Kathleen Turner, Michael Douglas, Zack Norman",Robert Zemeckis
9.3,Aksiyon ,"Christian Slater, Le Tuan, Richard Herd, Steven Bauer",Graeme Clifford
8.3,Aksiyon ,"Amrish Puri, Harrison Ford, Jonathan Ke Quan, Kate Capshaw",Steven Spielberg
7.2,Aksiyon ,"Hideaki Itô, Seiyô Uchino, Takayuki Yamada, Yû Kashii",Nobuo Mizuta
8.3,Aksiyon ,"Gisele Bündchen, Henry Simmons, Jimmy Fallon, Queen Latifah",Tim Story
8.3,Aksiyon ,"Christopher McDonald, Drake Bell, Leslie Nielsen, Sara Paxton",Craig Mazin
9.3,Aksiyon ,"Anna Kendrick, Kieran Culkin, Mary Elizabeth Winstead, Michael Cera",Edgar Wright
9.3,Aksiyon ,"Adrien Brody, Alice Braga, Laurence Fishburne, Topher Grace",Nimród Antal
6.4,Aksiyon ,"Diane Kruger, Jean-Pierre Cassel, Peter Youngblood Hills, Sagamore Stévenin",Louis-Pascal Couvelaire
6.8,Aksiyon ,"Arnold Vosloo, Bai Ling, Edward Furlong, Michael Madsen",Jon Keeyes
9.6,Aksiyon ,"Burton Gilliam, Matthew Tompkins, Natalie Raitano, Sheree J. Wilson",Blake Calhoun
7.8,Aksiyon ,"Graham Charles, Harry Borg, Sergey Astakhov, Vladimir Epifantsev",Oleg Pogodin
9.1,Aksiyon ,"Gerard Butler, Idris Elba, Thandie Newton, Tom Wilkinson",Guy Ritchie
7.5,Aksiyon ,"David Nibley, Jennifer Klekas, K. Danor Gerald, Matthew Reese",John Lyde
7.3,Aksiyon ,"Asun Ortega, David Castro, Maxie Santillan Jr., Perry D'Marco",Joseph Guzman
9.5,Aksiyon ,"Aaron Eckhart, Ben Affleck, Michael C. Hall, Uma Thurman",John Woo
8.0,Aile ,"André Lima, Brye Cooper, Gary Busey, Martin Kove",Gerson Sanginitto
9.5,Aksiyon ,"Connie Nielsen, John Travolta, Samuel L. Jackson, Tim Daly",John McTiernan
9.2,Aksiyon ,"Daniel Craig, Eva Green, Jeffrey Wright, Judi Dench",Martin Campbell
8.4,Aksiyon ,"Rick Zumwalt, Robert Loggia, Susan Blakely, Sylvester Stallone",Menahem Golan
8.9,Aksiyon ,"Charles S. Dutton, Dennis Quaid, Lucas Black, Paul Bettany",Scott Stewart
8.7,Aksiyon ,"Elias Koteas, Jason Behr, Natassia Malthe, Rhona Mitra",James Isaac
9.1,Aksiyon ,"Dae-han Ji, Hye-jeong Kang, Ji-tae Yu, Min-sik Choi",Chan-wook Park
9.3,Aksiyon ,"Aleksandr Korshunov, Aleksey Kopashov, Andrey Merzlikin, Pavel Derevyanko",Aleksandr Kott
7.7,Aksiyon ,"Meghan Ory, Sarah Lind, Steven Seagal, William 'Big Sleeps' Stewart",
8.5,Aksiyon ,"John Hurt, Sean Pertwee, Steven Waddington, Terence Stamp",Martyn Pick
8.1,Aksiyon ,"Francesca Annis, Kyle MacLachlan, Leonardo Cimino, Virginia Madsen",David Lynch
8.0,Aksiyon ,"David Rees Snell, Elaine Hendrix, Ken Howard, Teri Polo",Michael Stokes
7.2,Aksiyon ,"Aurelie Kyinn, Gary Kohn, James Boss, Michael Teh",James Boss
7.7,Aksiyon ,"Conan Stevens, Daniel O'Neill, Gwion Jacob Miles, Praya Lundberg",Raimund Huber
6.3,Aksiyon ,"Ady An, Mengwei Xie, Ray Lui, Wenkang Yuan",Dong Shen
5.7,Aksiyon ,"Ed Harris, Jeremy Irons, Renée Zellweger, Viggo Mortensen",Ed Harris
8.8,Aksiyon ,"Chace Crawford, Emma Roberts, Philip Ettinger, Rory Culkin",Joel Schumacher
7.3,Aksiyon ,"Akshay Kumar, Chia-Hui Liu, Deepika Padukone, Mithun Chakraborty",Nikkhil Advani
7.9,Aksiyon ,"Allison Miller, JJ Feild, Ji-hyun Jun, Liam Cunningham",Chris Nahon
7.2,Aksiyon ,"Akashi Takei, Michitaka Tsutsui, Tsuyoshi Kusanagi, Yui Aragaki",Takashi Yamazaki
8.6,Aksiyon ,"André Benjamin, Garrett Hedlund, Mark Wahlberg, Tyrese Gibson",John Singleton
9.2,Aksiyon ,"Chaka Forman, Christian Bale, Eva Longoria, Freddy Rodríguez",David Ayer
8.0,Aksiyon ,"Dong-seok Ma, Ji-tae Yu, Joon-Ha Lee, Soo Ae",Sang Man Kim
9.3,Aksiyon ,"Alex Pettyfer, Dianna Agron, Teresa Palmer, Timothy Olyphant",D.J. Caruso
8.7,Aksiyon ,"Annabel Wright, Billy Zane, Chad Michael Collins, Richard Sammel",Claudio Fäh
7.7,Aksiyon ,"Anthony Cistaro, David Chokachi, Will Yun Lee, Yancy Butler",
7.9,Aile ,"Ajay Devgn, Ameya Pandya, Chinky Jaiswal, Kajol",Kireet Khurana
8.0,Aksiyon ,"Ben Gazzara, Kelly Lynch, Patrick Swayze, Sam Elliott",Rowdy Herrington
9.1,Aksiyon ,"Cary-Hiroyuki Tagawa, Harvey Keitel, Sean Connery, Wesley Snipes",Philip Kaufman
8.7,Aksiyon ,"Gina Holden, Greg Bryk, Jana Pallaske, Lance Henriksen",Sheldon Wilson
8.7,Aksiyon ,"Danielle Harris, Justin Whalin, Michael Rooker, Ray Griggs",Ray Griggs
8.9,Aksiyon ,"Cate Blanchett, Matthew Macfadyen, Max von Sydow, Russell Crowe",Ridley Scott
8.9,Aksiyon ,"Alice Braga, Forest Whitaker, Jude Law, Liev Schreiber",Miguel Sapochnik
7.9,Aksiyon ,"Basak Dasman, Mert Akça, Nilgün Belgün, Remzi Evren",Çagan Irmak
8.3,Aksiyon ,"Heath Ledger, Jason Isaacs, Joely Richardson, Mel Gibson",Roland Emmerich
8.9,Aile ,"Brad Pitt, Jonah Hill, Tina Fey, Will Ferrell",Tom McGrath
9.2,Aksiyon ,"Connie Nielsen, Joaquin Phoenix, Oliver Reed, Russell Crowe",Ridley Scott
8.0,Aksiyon ,"Donpei Tsuchihira, Masanori Mimoto, Mika Hijii, Shûji Kashiwabara",Seiji Chiba
9.4,Aksiyon ,"Chris Pine, Denzel Washington, Ethan Suplee, Rosario Dawson",Tony Scott
8.0,Aksiyon ,"Bowie Lam, Edison Chen, Richie Jen, Xiaoming Huang",Dante Lam
8.4,Aksiyon ,"Channing Tatum, Donald Sutherland, István Göz, Jamie Bell",Kevin Macdonald
8.3,Aksiyon ,"Bobby Cannavale, John Leguizamo, Rosie Perez, Tyrese Gibson",Brad Furman
7.5,Aksiyon ,"Alec Newman, Bai Ling, Faye Dunaway, Parry Shen",Pearry Reginald Teo
7.7,Aksiyon ,"Coral Beed, Laurence Fox, Louis Dempsey, Lucy Gaskell",Colin Teague
7.3,Aksiyon ,"Hae-jin Yoo, Ho-jin Chun, Jung-min Hwang, Seung-bum Ryoo",Seung-wan Ryoo
8.8,Aksiyon ,"Gilles Lellouche, Jean-Paul Rouve, Louise Bourgoin, Mathieu Amalric",Luc Besson
9.5,Aksiyon ,"Carole Bouquet, Jean Reno, Michel Muller, Ryôko Hirosue",Gérard Krawczyk
8.6,Aksiyon ,"Brad Dourif, Hallee Hirsh, Julia Whelan, Mackenzie Rosman",Steven Maguire
8.9,Aksiyon ,"Jeff Goldblum, Laura Dern, Richard Attenborough, Sam Neill",Steven Spielberg
8.7,Aksiyon ,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Vince Vaughn",Steven Spielberg
8.8,Aksiyon ,"Alessandro Nivola, Sam Neill, Téa Leoni, William H. Macy",Joe Johnston
8.5,Aksiyon ,"Jeananne Goossen, Mark Deklin, Peter Wingfield, Tahmoh Penikett",Stuart Gillard
7.8,Aksiyon ,"Holly Elissa, Jack Coleman, Terry David Mulligan, Tyler Johnston",Paul Ziller
9.4,Aksiyon ,"Christopher Walken, Dakota Fanning, Denzel Washington, Radha Mitchell",Tony Scott
8.7,Aksiyon ,"Lara Cox, Robert Coleby, Ted DiBiase Jr., Temuera Morrison",Roel Reiné
7.5,Aksiyon ,"America Olivo, Erin Cummings, Julia Voth, Michael Hurst",Rick Jacobson
8.4,Aksiyon ,"Guy Pearce, Mark Addy, Phyllida Law, Yancey Arias",Simon Wells
8.2,Aksiyon ,"Arnold Schwarzenegger, Brigitte Nielsen, Paul L. Smith, Sandahl Bergman",Richard Fleischer
7.6,Aksiyon ,"Christopher Serrone, Kyle Erickson, Michael Conner Humphreys, Philip De Lorenzo",Curt A. Sindelar
9.1,Aksiyon ,"Abhishek Bachchan, Anupam Kher, Boman Irani, Kangana Ranaut",Abhinay Deo
8.9,Aile ,"Brady Smith, Justin Kelly, Kellie Martin, LeVar Burton",Douglas Barr
7.0,Aksiyon ,"Dal-su Oh, Jae-yong Lee, Ji-min Han, Myung-Min Kim",Suk-Yoon Kim
7.4,Aksiyon ,"Brendan Mackey, Iaione Perez, Jennifer Matter, Patrick Regis",Daniel Benmayor
8.1,Aksiyon ,"Aarón Díaz, Dan Golden, Eric Balfour, Iva Hasperger",Kevin O'Neill
6.8,Aksiyon ,"Daniel Fanaberia, Danny Vasquez, Meredith Grau, Nicole Warner",Juan Carlos Vargas
8.7,Aksiyon ,"C. Thomas Howell, Christopher Reid, Jonathan Levit, Kim Little",C. Thomas Howell
8.1,Aksiyon ,"Andrei Arlovski, Dolph Lundgren, Jean-Claude Van Damme, Mike Pyle",John Hyams
7.5,Aksiyon ,"Bokeem Woodbine, Heather Marie Marsden, Kevin Sorbo, Wallace Merck",Dan Garcia
8.6,Aksiyon ,"Kanokkorn Jaicheun, Seigi Ozeki, Sorapong Chatree, Winai Kraibutr",Nopporn Watin
